word,type
hinterfragen,Verb
der Schlüsselbund,Noun
die Sünde,Noun
der Nachttisch,Noun
der Krimi,Noun
die Auswirkung,Noun
der Bizeps,Noun
die Metzgerei,Noun
abtrocknen,Verb
die Pflaume,Noun
das Motorboot,Noun
die Arbeiterklasse,Noun
die Altstadt,Noun
die Gebrauchsanweisung,Noun
der Fahrplan,Noun
zusammenhängen,Verb
irisch,Other
der Dokumentarfilm,Noun
der Projektor,Noun
langfristig,Other
brünett,Other
die Startseite,Noun
der Tunnel,Noun
gähnen,Verb
das Merkmal,Noun
der Gulden,Noun
die Drogerie,Noun
knipsen,Verb
protzig,Other
unvergesslich,Other
die Tabelle,Noun
die Weltreise,Noun
der Misserfolg,Noun
die Wiedervereinigung,Noun
die Bundesregierung,Noun
wegräumen,Verb
anschalten,Verb
die Sonnencreme,Noun
der Schaukelstuhl,Noun
rasseln,Verb
herausgeben,Verb
die Kaffeemaschine,Noun
die Kunstgalerie,Noun
traditionell,Other
impfen,Verb
der Rückspiegel,Noun
das Bußgeld,Noun
die Rolltreppe,Noun
das Taschenmesser,Noun
zeitlich,Other
verweisen,Verb
widerwillig,Other
nahelegen,Verb
kennzeichnen,Verb
voraussehen,Verb
zentral,Other
der wolf,Noun
der Backofen,Noun
namenlos,Other
die wüste,Noun
durchfallen,Verb
der Maurer,Noun
orientiert,Other
derartig,Other
krabbeln,Verb
ergänzen,Verb
wachen,Verb
einundzwanzig,Other
die Talkshow,Noun
zusammenfassen,Verb
wegsehen,Verb
beschränkt,Other
die Umleitung,Noun
anstreben,Verb
die Ikone,Noun
friedlich,Other
die Einkaufsliste,Noun
der Entwickler,Noun
der Rundfunk,Noun
der Cheddar,Noun
die Empfangsdame,Noun
die Sardine,Noun
essbar,Other
trampen,Verb
die Konsequenz,Noun
kompatibel,Other
vernichten,Verb
die Rückfahrt,Noun
mütterlich,Other
das Meerschweinchen,Noun
mittelgroß,Other
der Wochentag,Noun
etliche,Other
anspringen,Verb
der Taschenrechner,Noun
violett,Other
die Krippe,Noun
Christlich,Other
mitsingen,Verb
der Hagel,Noun
bedürfen,Verb
weitgehend,Other
argumentieren,Verb
schlürfen,Verb
die Anforderung,Noun
der Ausweg,Noun
beantragen,Verb
britisch,Other
der Ausfall,Noun
die Einbahnstraße,Noun
untersuchen,Verb
der Kiosk,Noun
die Redefreiheit,Noun
ankündigen,Verb
der Dosenöffner,Noun
übermitteln,Verb
die Postleitzahl,Noun
der Luftdruck,Noun
einwerfen,Verb
rostig,Other
der Klebstoff,Noun
der Abfalleimer,Noun
kuschelig,Other
die Grafik,Noun
die Modenschau,Noun
die Verschmutzung,Noun
gründlich,Other
unregelmäßig,Other
unterstreichen,Verb
die Briefmarke,Noun
die Heimfahrt,Noun
der Schlussverkauf,Noun
das Sweatshirt,Noun
die Flugnummer,Noun
die Gleichberechtigung,Noun
auswandern,Verb
inbegriffen,Other
der Idealismus,Noun
der Auszug,Noun
möbliert,Other
aufweisen,Verb
pflügen,Verb
der Harz,Noun
der Stundenplan,Noun
die Ode,Noun
lebenswichtig,Other
das Sozialamt,Noun
die Einnahme,Noun
vorwiegend,Other
die Erfrischungen,Noun
das Reiseziel,Noun
das Synonym,Noun
das Turnen,Noun
der Fußgänger,Noun
beilegen,Verb
die Hausnummer,Noun
herausziehen,Verb
historisch,Other
das Leitungswasser,Noun
die Pappe,Noun
der Sitzplatz,Noun
abhaken,Verb
das Doppelbett,Noun
der Büstenhalter,Noun
das Tischtuch,Noun
eintauchen,Verb
der Untergrund,Noun
das Ferienhaus,Noun
der Waschsalon,Noun
Serbien,Other
verknüpfen,Verb
das Fernsehprogramm,Noun
eisig,Other
der Hausarzt,Noun
komfortabel,Other
der Kognak,Noun
pessimistisch,Other
staatlich,Other
der Fingernagel,Noun
der Aktienmarkt,Noun
die Kaffeekanne,Noun
der eintrag,Noun
aufschauen,Verb
die Sinfonie,Noun
kinderlos,Other
der Import,Noun
die Genetik,Noun
unkontrollierbar,Other
kindlich,Other
der Warteraum,Noun
das Möbelstück,Noun
der Weinberg,Noun
zensiert,Other
der Freundeskreis,Noun
der Teelöffel,Noun
zwangsläufig,Other
die Anwendung,Noun
die Dienstleistung,Noun
stinklangweilig,Other
der Muttertag,Noun
regional,Other
der Niederschlag,Noun
satteln,Verb
der Schwarzwald,Noun
der Einkaufswagen,Noun
jugendlich,Other
das Radfahren,Noun
die Deckung,Noun
suspekt,Other
unbewohnbar,Other
der Vatertag,Noun
nebst,Other
das Kleidungsstück,Noun
einschränken,Verb
integrieren,Verb
der Geldschein,Noun
lauwarm,Other
der Zeh,Noun
der Föhn,Noun
schwül,Other
das Lebensmittelgeschäft,Noun
absehen,Verb
hörbar,Other
der Bundeskanzler,Noun
die Thermosflasche,Noun
die Eisbahn,Noun
der Schwerpunkt,Noun
faulenzen,Verb
der Wohnort,Noun
der Wettlauf,Noun
das Lampenfieber,Noun
der Tennisplatz,Noun
farblos,Other
die Einwanderung,Noun
die Geburtstagskarte,Noun
durchlesen,Verb
überschwemmen,Verb
der Personalausweis,Noun
das Bügeleisen,Noun
spezifisch,Other
dumpf,Other
der Erste Weltkrieg,Noun
verschmutzen,Verb
die Türkin,Noun
kulturell,Other
das Wohnhaus,Noun
tipptopp,Other
nachfüllen,Verb
das Kochbuch,Noun
der Tourismus,Noun
der Herzschlag,Noun
versalzen,Other
europäisch,Other
das Keyboard,Noun
die Nordsee,Noun
langen,Verb
der Liebhaber,Noun
die Pressefreiheit,Noun
der Prospekt,Noun
schleimig,Other
die Raststätte,Noun
Kroatien,Other
bürgerlich,Other
das Barometer,Noun
der Kunststoff,Noun
ausländisch,Other
die Oberschicht,Noun
die Kochin,Noun
das Klavierkonzert,Noun
die Aula,Noun
das Hauptgericht,Noun
Skandinavien,Other
der Wohnblock,Noun
das Scheckheft,Noun
die Kontaktlinse,Noun
herfahren,Verb
die Datenbank,Noun
die Volksmusik,Noun
das Mietshaus,Noun
mütterlicherseits,Other
der Automechaniker,Noun
die Sparkasse,Noun
die Aktiengesellschaft,Noun
das Bücherregal,Noun
die Botanik,Noun
der Gemüsehändler,Noun
die Relativitätstheorie,Noun
die Verhütung,Noun
das Waschpulver,Noun
der Gasherd,Noun
die Ausrüstung,Noun
die Rundfahrt,Noun
die Gaststätte,Noun
die Furche,Noun
holländisch,Other
die Plakatwand,Noun
der Ministerpräsident,Noun
das Skilaufen,Noun
die Pianistin,Noun
die Hausaufgabe,Noun
die Rechtskurve,Noun
der Wegfall,Noun
die Geographie,Noun
galoppieren,Verb
die Komposition,Noun
der Igel,Noun
das Schimpfwort,Noun
die Klarinette,Noun
das Büfett,Noun
preiswert,Other
insofern,Other
lecker,Other
die Akzeptanz,Noun
drogensüchtig,Other
Litauen,Other
der Hauptbahnhof,Noun
extravagant,Other
der Lehrplan,Noun
der Audi,Noun
individuell,Other
das Verkehrsmittel,Noun
die Halsschmerzen,Noun
die Ansichtskarte,Noun
der Zebrastreifen,Noun
der Festtag,Noun
vegetarisch,Other
der Personalchef,Noun
der Briefumschlag,Noun
mündlich,Other
unzureichend,Other
gewaltig,Other
die Logistik,Noun
die Touristenattraktion,Noun
der Moskito,Noun
der Rowdy,Noun
der Ruhm,Noun
der Rasierer,Noun
sooft,Other
das Steuerrad,Noun
ausreichend,Other
schlaflos,Other
der Farbfernseher,Noun
der Mozzarella,Noun
silbern,Other
der Wellensittich,Noun
die Chronik,Noun
die Tulpe,Noun
das Etui,Noun
gottlos,Other
die Diele,Noun
der Fremdenführer,Noun
der Tausendfüßler,Noun
jahraus,Other
die Fassung,Noun
der Kork,Noun
das Anzeichen,Noun
der Walkman,Noun
die Aufheiterung,Noun
die Sitzung,Noun
rosarot,Other
herunterfallen,Verb
das Sparkonto,Noun
uneben,Other
euphorisch,Other
die Staatskasse,Noun
das Taschenbuch,Noun
seidig,Other
der Stadtplan,Noun
würzig,Other
die Richtigkeit,Noun
modisch,Other
der Draht,Noun
die Kinderlähmung,Noun
begrenzen,Verb
die Mehrzahl,Noun
vertreiben,Verb
regeln,Verb
magersüchtig,Other
beständig,Other
das Spülbecken,Noun
der Schopf,Noun
die Musikerin,Noun
das Computerspiel,Noun
die Bildhauerei,Noun
der Griff,Noun
Tschechien,Other
fieberhaft,Other
der Blindenhund,Noun
der Vorfahr,Noun
die Mandarine,Noun
lockig,Other
die Kinderabteilung,Noun
schmatzen,Verb
die Privatschule,Noun
unschuldig,Other
die Zoologie,Noun
der Bahnübergang,Noun
abgeschlossen,Other
der Stand,Noun
lieblos,Other
die Zwischenprüfung,Noun
der Gourmet,Noun
verschwenderisch,Other
ökonomisch,Other
das Fahrgeld,Noun
die Mitgliedschaft,Noun
tödlich,Other
das Telefongespräch,Noun
die Utopie,Noun
der Schuhmacher,Noun
die Niederlande,Noun
mangelhaft,Other
pflegeleicht,Other
aufstoßen,Verb
das Kriterium,Noun
die Slowakei,Noun
der Hausmann,Noun
musizieren,Verb
der Heizkörper,Noun
bewährt,Other
der Notfall,Noun
privatisieren,Verb
auflisten,Verb
abspülen,Verb
die Urgroßmutter,Noun
der Schulbeginn,Noun
der Wintermantel,Noun
die Reifenpanne,Noun
wechselhaft,Other
analog,Other
die Einkaufstasche,Noun
der Bierbauch,Noun
der Tennisschläger,Noun
verlängern,Verb
die Tiefkühltruhe,Noun
das Präzisionsinstrument,Noun
die Mikrobiologie,Noun
der Rotkohl,Noun
das Nomen,Noun
geometrisch,Other
das Privathaus,Noun
ADAC,Other
die Überschrift,Noun
implodieren,Verb
der Pendler,Noun
Schweizerisch,Other
der Kopfsalat,Noun
die Morgentoilette,Noun
hervorragend,Other
eingetragen,Other
die Gardine,Noun
die Karikatur,Noun
das Glatteis,Noun
die Süßigkeit,Noun
knallrot,Other
der Schlafraum,Noun
erweitern,Verb
die Naturwissenschaft,Noun
der Wintergarten,Noun
der Videorecorder,Noun
trinkbar,Other
die Vorfahrt,Noun
die Berufsberatung,Noun
die Tomatensoße,Noun
die Innovation,Noun
die Sciencefiction,Noun
zusammenrufen,Verb
die Dauerwelle,Noun
die Ostsee,Noun
der Kochkurs,Noun
die Berufsschule,Noun
die Beschränkung,Noun
das Menschenrecht,Noun
der Radfahrer,Noun
begießen,Verb
die Banknote,Noun
hineinfahren,Verb
die Anrichte,Noun
einheitlich,Other
das Grundgesetz,Noun
der Blumenhändler,Noun
die Gärtnerin,Noun
der Anbieter,Noun
die Friseurin,Noun
die Nähmaschine,Noun
der Vorstand,Noun
der Brieffreund,Noun
schneeweiß,Other
stabil,Other
der Backstein,Noun
profitieren,Verb
die Einbrecherin,Noun
die Kritikerin,Noun
das Substantiv,Noun
der Reisebegleiter,Noun
räumlich,Other
das Oktoberfest,Noun
der Arbeitnehmer,Noun
kariert,Other
die Sandale,Noun
das Notebook,Noun
der Reisebus,Noun
die Gastronomie,Noun
das Pfingsten,Noun
recyceln,Verb
die Haarbürste,Noun
das Kännchen,Noun
der Grenzübergang,Noun
die Eselsbrücke,Noun
väterlicherseits,Other
Dänisch,Other
vertragen,Verb
australisch,Other
charakterisieren,Verb
der Turnschuh,Noun
der Buchenwald,Noun
der Fußweg,Noun
windstill,Other
die Entwicklung,Noun
verkünden,Verb
die Neuerung,Noun
der Arbeitsraum,Noun
der Zeichentrickfilm,Noun
das Spülmittel,Noun
zusammenbinden,Verb
der Informatiker,Noun
das Stofftier,Noun
das Modegeschäft,Noun
stecken,Verb
die Geschwindigkeitsbegrenzung,Noun
der Luftschutzkeller,Noun
der Auswanderer,Noun
die Eisenbahnlinie,Noun
die Griechin,Noun
das Weinglas,Noun
enterben,Verb
das Mitbringsel,Noun
die Waschküche,Noun
der Auszubildende,Noun
der Tatort,Noun
erklärbar,Other
die Rentenversicherung,Noun
das Präsens,Noun
der Teppichboden,Noun
die Haarsträhne,Noun
die Kuckucksuhr,Noun
die Ferienzeit,Noun
der Ferienjob,Noun
das Tagesmenü,Noun
der Konzertsaal,Noun
der Zweisitzer,Noun
zahnlos,Other
die Erschöpfung,Noun
der Universitätsabschluss,Noun
verhandeln,Verb
exportieren,Verb
der Hörsaal,Noun
prominent,Other
überregional,Other
der Arbeitskollege,Noun
lispeln,Verb
nächst,Other
die Erzählerin,Noun
die Erdkunde,Noun
der Hundehaufen,Noun
das Alltagsleben,Noun
die Sandburg,Noun
Estland,Other
der Schnellimbiss,Noun
nackt,Other
die Maßnahme,Noun
die Spülmaschine,Noun
die Ungleichheit,Noun
gering,Other
der Immigrant,Noun
die Verwandtschaft,Noun
die Weihnachtsferien,Noun
die Jugendherberge,Noun
gesamt,Other
der Kommilitone,Noun
der Döner,Noun
der Schaufensterbummel,Noun
die Tagesschau,Noun
empirisch,Other
die Rechtsanwältin,Noun
intolerant,Other
der Teekessel,Noun
formlos,Other
das Schuhgeschäft,Noun
die Voraussetzung,Noun
Lettland,Other
mollig,Other
der Filzstift,Noun
schwarzfahren,Verb
der Weihnachtsfeiertag,Noun
die Dampflokomotive,Noun
veränderlich,Other
das Pflichtfach,Noun
das Schwarzbrot,Noun
kürzen,Verb
vielfältig,Other
das Regenwetter,Noun
kommunistisch,Other
der Mittelstand,Noun
touristisch,Other
die Komponistin,Noun
der Hockeyschläger,Noun
die Akku,Noun
der Gastarbeiter,Noun
die Bundesrepublik,Noun
die Anklage,Noun
geographisch,Other
das Hundewetter,Noun
das Ornament,Noun
das Einzelbett,Noun
die Ewigkeit,Noun
der Traumberuf,Noun
väterlich,Other
die Semesterferien,Noun
die Leidenschaft,Noun
der Couchtisch,Noun
verhalten,Other
der Kassenzettel,Noun
der Champignon,Noun
heraufziehen,Verb
das Feinkostgeschäft,Noun
glatzköpfig,Other
übertreiben,Verb
zurückbezahlen,Verb
der Personenwagen,Noun
schlüpfrig,Other
wolkig,Other
die Abbildung,Noun
der Emigrant,Noun
die Fabel,Noun
das Schulzeugnis,Noun
zuordnen,Verb
der Mikrowellenherd,Noun
gegebenenfalls,Other
das Privileg,Noun
die Klassenarbeit,Noun
jobben,Verb
hageln,Verb
der Fensterladen,Noun
das Schaubild,Noun
der Klapptisch,Noun
die vorgehensweise,Noun
das Umland,Noun
die Damenabteilung,Noun
die Informatik,Noun
der Puls,Noun
der Kreisverkehr,Noun
regnerisch,Other
konfrontieren,Verb
prächtig,Other
wegschwimmen,Verb
dual,Other
umfassend,Other
entwerten,Verb
das Etagenbett,Noun
die Ohrenschmerzen,Noun
der Rechner,Noun
wolkenlos,Other
das Bruttosozialprodukt,Noun
abbestellen,Verb
die Geldtasche,Noun
die Ingenieurin,Noun
die Buslinie,Noun
österreichisch,Other
Liechtenstein,Other
verwandeln,Verb
das Gerücht,Noun
die Seniorin,Noun
der Staatschef,Noun
proklamieren,Verb
das Junkfood,Noun
undefinierbar,Other
der Azubi,Noun
zusammenwohnen,Verb
überschnappen,Verb
die Platzkarte,Noun
das Sauwetter,Noun
verhalten,Verb
ehemalig,Other
spritzen,Verb
multikulturell,Other
aufrunden,Verb
die Gesamtbevölkerung,Noun
haarlos,Other
die Europäerin,Noun
kanadisch,Other
die Kocherei,Noun
der Erziehungsurlaub,Noun
osteuropäisch,Other
bayerisch,Other
die Beobachtung,Noun
das Bundesministerium,Noun
beeindruckt,Other
der Hauptberuf,Noun
der Hochschulabschluss,Noun
die Partnerstadt,Noun
farbig,Other
herunterladen,Verb
das Farbfoto,Noun
die Hauptsache,Noun
die schlacht,Noun
angesehen,Other
durchaus,Other
die Deutschstunde,Noun
der Sommerschlussverkauf,Noun
die Nachttischlampe,Noun
wässerig,Other
die Wetterkarte,Noun
das Verkehrszeichen,Noun
umfangreich,Other
gebührenfrei,Other
sehenswert,Other
die Zahnklinik,Noun
rauswachsen,Verb
der Elektroherd,Noun
die reichweite,Noun
bedingen,Verb
der Sauerbraten,Noun
der Beistelltisch,Noun
der Bundestag,Noun
der Weinkenner,Noun
der Esslöffel,Noun
die Rückkehr,Noun
voran,Other
der flüchtling,Noun
mitlesen,Verb
die Anfrage,Noun
feige,Other
der Ossi,Noun
der Wessi,Noun
die Blumenhändlerin,Noun
preisgünstig,Other
der Fußgängerüberweg,Noun
die Querflöte,Noun
das Sportprogramm,Noun
die Fleischerei,Noun
hügelig,Other
belgisch,Other
das Kleidergeschäft,Noun
ätzend,Other
die Blockflöte,Noun
sandig,Other
das Delikatessengeschäft,Noun
die Festung,Noun
klassenlos,Other
momentan,Other
buschig,Other
passioniert,Other
das Fotogeschäft,Noun
zukünftig,Other
israelisch,Other
die Bauchschmerzen,Noun
mutterlos,Other
fleischlos,Other
vaterlos,Other
das Spielwarengeschäft,Noun
der Ortsname,Noun
die Dreiergruppe,Noun
die Peseta,Noun
einschmieren,Verb
die Residenz,Noun
emigrieren,Verb
nieseln,Verb
der Winterschlussverkauf,Noun
das Softeis,Noun
die Brauerei,Noun
das Eigentum,Noun
die Glückwunschkarte,Noun
die Herrenabteilung,Noun
interkulturell,Other
schunkeln,Verb
die Sportabteilung,Noun
das Autobahnkreuz,Noun
das Informationszeitalter,Noun
zweisprachig,Other
die Studienrichtung,Noun
rezeptfrei,Other
der Heimtrainer,Noun
der Kulturschock,Noun
unkultiviert,Other
imaginär,Other
das Blumengeschäft,Noun
reifen,Verb
der Goldschmied,Noun
möglichst viel,Other
in Ordnung,Other
der Tennisschuh,Noun
Guten Rutsch!,Other
Sie hat keine Ahnung.,Other
Tschüss!,Other
die Überlegung,Noun
die Wochenzeitung,Noun
sich in jemand verlieben,Verb
die klassische Musik,Noun
aufs Land,Verb
sich die Haare trocknen,Verb
Sie ist eine Nervtante.,Other
der Stab,Noun
die Übertragung,Noun
der Klappstuhl,Noun
verwendbar,Other
die Qual,Noun
der Stoffbär,Noun
der Schrebergarten,Noun
der Superlativ,Noun
der Baustil,Noun
der Wahnsinn,Noun
sich setzen,Verb
sich erinnern,Verb
Lust haben,Verb
hier unten,Other
die Theaterkarte,Noun
im Gegensatz zu,Other
das Können,Noun
Verflixt!,Other
der Blitz,Noun
der Wohnungsbau,Noun
der Hausschuh,Noun
die Rockgruppe,Noun
Sie wird einundzwanzig.,Other
sich langweilen,Verb
die Gießkanne,Noun
fallen lassen,Verb
zusammenstoßen,Verb
der Familienname,Noun
begründet,Other
um ... zu ...,Other
der Wohnraum,Noun
kuscheln,Verb
das Geschwister,Noun
gut aussehend,Other
die Hecke schneiden,Noun
das Öl,Noun
im Voraus,Other
der Klimawandel,Noun
Ich habe Hunger.,Other
Es donnert.,Other
der Mittelklassewagen,Noun
das Unternehmen,Noun
ungern,Other
pleite,Other
bei Nacht,Other
Es macht mir Spaß.,Other
der Schädel,Noun
hoffentlich,Other
in der Praxis,Other
sich interessieren für,Verb
das Parfüm,Noun
ums Leben kommen,Verb
der Toner,Noun
Angst kriegen,Verb
zurückwerfen,Verb
das Rheintal,Noun
das letzte Mal,Noun
Ende Juli,Other
zweieinhalb,Other
sogenannt,Other
sag mal,Other
der Individualist,Noun
be-schleu-ni-gen,Verb
die Härte,Noun
in Pension gehen,Verb
der Dienst,Noun
die Stoppel,Noun
immer noch,Other
deutschsprachig,Other
die Bürohilfe,Noun
gleich um die Ecke,Other
Igitt!,Other
das Beisel,Noun
Jahrelang,Other
spätestens,Other
der Datenschutz,Noun
sich amüsieren,Verb
Vorsicht!,Other
der Unternehmer,Noun
die EDV-Kenntnisse,Noun
Das ist echt toll.,Other
sich etwas vorstellen,Verb
sämtlich,Other
der Südpol,Noun
die Empfehlung,Noun
neuseeländisch,Other
anonym,Other
der Ruf,Noun
der Lieferwagen,Noun
der Kompromiss,Noun
verzweifeln,Verb
den Tisch decken,Verb
die Weißwurst,Noun
die Südseeinsel,Noun
der Faschingsdienstag,Noun
die Tafel,Noun
auf die Toilette gehen,Verb
vergleichbar,Other
Spaß haben,Verb
die freie Marktwirtschaft,Noun
die Zimmerpflanze,Noun
einen Spaziergang machen,Verb
Gesundheit!,Other
Du hast Recht.,Other
im Moment,Other
verbrennen,Verb
erkältet sein,Verb
zum ersten Mal,Other
der Ostermontag,Noun
reagieren,Verb
der Übergang,Noun
gestehen,Verb
der Hai,Noun
betteln,Verb
zum Geburtstag gratulieren,Verb
rezeptpflichtig,Other
der Treffer,Noun
südlich,Other
gewidmet,Other
der Ansatz,Noun
zum einen,Other
der Tipp,Noun
sich duschen,Verb
wurmig,Other
demnach,Other
das Verhalten,Noun
eine Stunde lang,Other
die Gemeinsamkeit,Noun
um die Wette laufen,Verb
die Platzreservierung,Noun
die Hinfahrt,Noun
vorn,Other
die Realschule,Noun
die Beute,Noun
hinunterfallen,Verb
der Henkel,Noun
dabei,Other
die Angelegenheit,Noun
der Bankkaufmann,Noun
die Übernahme,Noun
ein Stück Kuchen,Other
Es kommt darauf an ...,Other
der Eiserne Vorhang,Noun
sich fühlen,Verb
Toll!,Other
der Fahrradverleih,Noun
die UV-Strahlen,Noun
solch ein,Other
die Bedingung,Noun
fragen nach,Verb
verantworten,Verb
das Rätsel,Noun
nützlich,Other
das gekochte Ei,Noun
die Reichweite,Noun
Das stimmt.,Other
die Bermudashorts,Noun
Recht haben,Verb
das Rote Kreuz,Noun
entwickeln,Verb
jemand anders,Other
die Jobliste,Noun
sich von etwas erholen,Verb
fertig lesen,Verb
von unten,Other
außer Betrieb,Other
der Rabatt,Noun
unter vier Augen,Other
die Zusammenfassung,Noun
das Känguru,Noun
fett gedruckt,Other
gnadenlos,Other
die Öffentlichkeit,Noun
im Erdgeschoss,Other
wir kommen zu viert,Other
westlich,Other
der Softdrink,Noun
Das macht nichts!,Other
die Sportreportage,Noun
zehn Uhr,Other
stumpf,Other
die Asche,Noun
Ferien machen,Verb
sich benehmen,Verb
das Weltmeer,Noun
der Klavierlehrer,Noun
ehrgeizig,Other
sich die Haare färben,Verb
Servus!,Other
Liebe Grüße,Other
die E-Mail,Noun
bereits,Other
Wie geht es Ihnen?,Other
Guten Appetit!,Other
sich entspannen,Verb
Das kommt nicht in Frage!,Other
die Geigerin,Noun
entweder ... oder ...,Other
rein,Other
melden,Verb
berühren,Verb
am schwarzen Brett,Other
eine Alleinerziehende Mutter,Other
Ich habe es satt.,Other
anmelden,Verb
um die Ecke,Other
der Fachmann,Noun
vermeintlich,Other
die Spielwaren,Noun
rund um,Other
der Österreicher,Noun
Wann bist du geboren?,Other
eingehen,Verb
woran,Other
der Schauspieler,Noun
daheim,Other
zwar ... aber ...,Other
der Panzer,Noun
beleidigen,Verb
beschimpfen,Verb
sich die Haare föhnen,Verb
schwören,Verb
sich verlaufen,Verb
infolge,Other
bis dahin,Other
zuständig,Other
überhaupt nichts,Other
sich rasieren,Verb
sich hinsetzen,Verb
der Ausschluss,Noun
die Identität,Noun
schimpfen,Verb
Christus,Other
doppeln,Verb
ein bisschen,Other
beträchtlich,Other
der Diener,Noun
der Gouverneur,Noun
bemerkenswert,Other
der Automechaniker,Noun
echt spitze,Other
zahllos,Other
nächstes Jahr,Other
Mitte April,Other
übergeben,Verb
sich verirren,Verb
befreien,Verb
die Teilzeitarbeit,Noun
stöhnen,Verb
auswendig lernen,Verb
bei uns,Other
weitermachen,Verb
der Ehemann,Noun
der Zweitwagen,Noun
die Altersgruppe,Noun
stammen,Verb
die Aufenthaltsdauer,Noun
sprachlich,Other
nicht mal,Other
der Börsenbericht,Noun
gar nicht,Other
Herr Ober!,Other
es gibt,Other
anscheinend,Other
Herzliche Grüße,Other
stark reduziert,Other
Euch ist nicht bewusst ...,Other
unterirdisch,Other
der Umbau,Noun
auf dem Land,Other
sich um etwas kümmern,Verb
wickeln,Verb
unübersetzbar,Other
ins Konzert,Other
in der Mitte,Other
die Ähnlichkeit,Noun
illegal,Other
zu Weihnachten,Other
der Standpunkt,Noun
das Reformhaus,Noun
keinerlei,Other
Verzeihung!,Other
die Weltfirma,Noun
das protokoll,Noun
die Rubrik,Noun
zu Hause sein,Verb
vermissen,Verb
sich lösen von,Verb
der Wert,Noun
Bestand haben,Verb
willkommen,Other
der Fahrkartenschalter,Noun
der betrug,Noun
die Vereinigten Staaten,Noun
Gute Nacht!,Other
das Lehrbuch,Noun
Quatsch!,Other
zum Frühstück,Other
weder ... noch ...,Other
der Bereich,Noun
Auf Wiederhören!,Other
usw.,Other
das kapitel,Noun
bestehen auf,Verb
dreisprachig,Other
der Lastkraftwagen,Noun
die Abwicklung,Noun
Anfang Juli,Other
in der Vergangenheit,Other
der schlag,Noun
erzählen von,Verb
Kann Ich Ihnen Helfen?,Other
das Rotkäppchen,Noun
radikal,Other
leihen,Verb
die Auswanderung,Noun
der Darsteller,Noun
die Scheidung,Noun
der Flugbegleiter,Noun
das Bundesland,Noun
sich befinden,Verb
die Anordnung,Noun
auf einmal,Other
der Fahrradweg,Noun
zuschlagen,Verb
jemanden verklagen,Verb
zum Geburtstag,Other
sich ausziehen,Verb
sitzen bleiben,Verb
das Präteritum,Noun
neblig,Other
ausscheiden,Verb
halb drei,Other
in erster Linie,Other
die Einstufung,Noun
Von wegen!,Other
eine Tasse Kaffee,Other
der Betrüger,Noun
die E-Mail-Adresse,Noun
sich bewerben,Verb
industrialisiert,Other
der Violinist,Noun
die Winterjacke,Noun
Sehr geehrte Frau,Other
ab und zu,Other
die Fachhochschule,Noun
waschbar,Other
die Hausärztin,Noun
bodenlos,Other
verlangen,Verb
Mit freundlichen Grüßen,Other
verfügbar,Other
die Übernachtung,Noun
der Hersteller,Noun
Elektronische Datenverarbeitung,Other
das Erlebnis,Noun
jedes Mal,Other
der Applaus,Noun
die Lebenshaltungskosten,Noun
auslagern,Verb
das T-Shirt,Noun
Unrecht haben,Verb
zur Uni,Verb
noch mal,Other
jemanden abholen,Verb
der Doppelgänger,Noun
so schnell wie möglich,Other
die Vokabel,Noun
der Barcode,Noun
immer mehr,Other
das Fundbüro,Noun
Danke.,Other
markieren,Verb
das Insekt,Noun
mittellang,Other
die Übung,Noun
wie viele,Other
die Angabe,Noun
morgen Nachmittag,Other
Österreich,Other
etwas treiben,Verb
der Schulkamerad,Noun
infizieren,Verb
das Königreich,Noun
drei Euro das Stück,Other
der Fahrgast,Noun
vor allem,Other
abgesehen von,Other
Bis später!,Other
Keine Angst!,Other
handgestrickt,Other
das Relikt,Noun
nähern,Verb
durcheinander,Other
zum Mittagessen,Other
der Fahrradhelm,Noun
eine Glatze bekommen,Verb
um Rat fragen,Verb
das Lexicon,Noun
damalig,Other
stattdessen,Other
zum Abendessen,Other
im Freien,Other
die Fliege,Noun
vor kurzem,Other
unbedingt,Other
manuell,Other
umgeben von,Other
der Übersetzer,Noun
chemiefrei,Other
gängig,Other
auffällig,Other
zu zweit,Other
übergeschnappt,Other
Sport machen,Verb
Neuseeland,Other
Frohe Weihnachten!,Other
ins Bett,Other
eines Tages,Other
wieder verwerten,Verb
der Nachweis,Noun
sonnenbaden,Verb
die Aufregung,Noun
jemanden diskriminieren,Verb
Wie ist das Wetter?,Other
die Gabe,Noun
der Beleg,Noun
Gott sei Dank!,Other
die Katastrophe,Noun
beschleunigen,Verb
rechen,Verb
verfügen über,Verb
sich bemühen,Verb
heute abend,Other
Auf diese Weise,Other
Heute habe ich frei.,Other
im Laufe,Other
glaubhaft,Other
eine Rede halten,Verb
eine Frage stellen,Verb
hinzufügen,Verb
Mist!,Other
das Fußballmatch,Noun
noch einmal,Other
nichts als Ärger,Other
die Anwendung,Noun
beeindruckend,Other
das Gewissen,Noun
in aller Ruhe,Other
während der Pause,Other
die Änderung,Noun
der Vorfall,Noun
die Verfassung,Noun
eindrucksvoll,Other
die Kehle,Noun
unwichtig,Other
Wie viel Uhr ist es?,Other
die Klatschzeitung,Noun
ein paar,Other
zahnmedizinisch,Other
sich gewöhnen an,Verb
altmodisch,Other
die Geschirrspüler,Noun
sich die Hände waschen,Verb
entschlossen,Other
die Trauer,Noun
Sehr geehrter Herr,Other
sich umschauen,Verb
gar nichts,Other
